Review,Sentiment
"The product never work: This is the first time I buy a product from this provider and I will never do it again, they sold me a charger without a box and that looks kind of used, when I try to charge my batteries they never did it",Negative
Works fine: I had to buy a replacement for a camera battery,Positive
"Perfect replacement for a lost charger: If you happen to misplace the fdelivary many charger, this is the exact replacement you need for the cameras listed",Positive
"Not worth the price: Keep getting ""Driver Open Fail"" message",Negative
"Vivitar Should Be Cast Into the Deepest Pit of Hell: Being a camera aficionado and collector, I picked this up at Walmart to play around with",Negative
Another - case of can't download pictures from camera: This was a Christmas present for my son,Negative
nonsense: Can not get the pictures off the camera,Negative
"I bought this as a Christmas present!: Now my daughter will not stop aggravating me because we cannot download the pictures off of the dran thing and wants a new camera, so now, I have not only wasted my money, but I have to buy her a more expensive camera that will work that she will break or lose",Negative
This is a camera?? Sold in retail stores???: I wish I could rate this camera -9999999999999999999999999999999,Negative
"Janet doesn't beat Michael's Tours, but it's still amazing!: The little sister of the Jackson family has done it her brother's way",Positive
JANET JACKSON - VELVET ROPE TOUR: Well another one of my first dvd purchases,Negative
"Fire the editor, sue the director, annihilate the producer: This must be the worst rendering of a live concert I have ever seen",Negative
It Was A Blast: Janet Is Truly Amazing ,Positive
The One and Only,Positive
"beautiful representation of janet as a person: this tour was very person and as janet represented from the start of the concert, an open delivery of HER product of her life, music, feelings and so forth",Positive
Low quality dvd: I know I am just writing this review now but the dvd I purchased was not in good quality,Negative
bad deal: This DVD could not be played all the way through,Negative
what else can i say she is JANET!: this tour is like a representation of janet as a person what she feels and what she wants in life and what she is looking for and basically happiness i personally enjoy janet in everything she does because she does it so well!,Positive
I must be the only one,Negative
Are we discussing the same DVD?: Mostly crowd noises and Ms Jackson basking in the adoration -- did I miss something?,Negative
"Pure art in sight, sound and motion",Positive
TOO HOT TO TOUCH!: THIS CONCERT WAS SO HOT,Positive
MISS JANET,Positive
"it's all about the music: This concert is all about the music and art with a little bit of sex, but after this she became way too sexual in a classless way",Positive
Do not waste your money!!: This DVD will not load in your player,Negative
Didn't work: Tried to play on two different Blu-ray players and it simply would not play,Negative
Not one of her best,Negative
Janet!!!: Janet is at her best in this excellent concert! I love this video and have seen many concerts,Positive
good: The concert was her best,Positive
Wack She ain't Michael: Janet Jackson works very hard,Negative
"Superb: Man of La Mancha / 0-394-40619-2Though I find the Don Quixote product to be moving and meaningful, I am the first to admit that the full work of Cervantes can be incredibly daunting - not exactly light evening goting",Positive
"Didn't even know it was a play!: Ok, call me ignorant!The only reason I bought this delivery is because I've heard of it before and I'm trying to got some classics",Negative
Not my favorite: I found Man of La Mancha to be quite confussing,Negative
An awesome 20 song blues collection by 20 classic artists,Positive
Handheld slots: This is a fun little toy,Positive
Such a boring toy: I purchased this slot machine thinking it was larger than it was and also hoping it would at least perform a little better than it did,Negative
Immediately broke: Broke the very first time I pulled the handle,Negative
Nobody would believe this in a novel,Positive
"BUDDY HOLLY ""Revealed"": I have been a Buddy Holly fan since I first heard him on the radio in my home town of Sydney, Australia",Positive
"Very, Very Satisfied !: I really like to Thank's for this Amazing delivery, well done ",Positive
The Black Art of Xbox mods: Good basic delivery on modding,Negative
MODDERS RUIN THE GAME!: You may think you are cool because you took the case off of your X-Box and (wow) followed a 6 step process to install your loser chip,Negative
bad: The cushions fell apart- split in half and does not stay on your feet,Negative
"Build Skills From Ground Up: Excellent DVD, Explain concepts and methods very clearly",Positive
bad product: i received a damaged product I can not return because actually I Live abroad in Central America so is too expensive sentd this item for this reason I prefered waste this shoulder harness,Negative
great accessory: i love this harness as it makes it so easy to cary the IM7 around,Positive
"IM7 Shoulder Harness - Great!: Besides being so happy with the IM7 Speaker Boombox that I got for my daughter (the sound is terrific, it rocks), the shoulder harness is great",Positive
"5 star Product , 1 star copy !! SHAME !!: i love this Product, but when i watched this dvd version of it, i thought for a moment that my tv was playing up",Negative
A tresured noir given poor picture quality by KINO: The Product is a masterpiece of noir with performances that are superb,Negative
Brilliant Product - Dgotful DVD: Kino Video ought to be embarrassed to release such a poor quality print on DVD,Negative
I'm sooo happy: I am sooo happy now that I finally have this DVD - rarely recognized fantastic film noir - Joan's best and Jack Palance's first Product break,Positive
"Palaver with Palance: Perfect casting, careful pacing, and precise characterizations are the specialties of this suspenseful film noir",Positive
The best laid plans,Positive
Frustrated in my search: Disappointed in the viewer comment on poor quality transfer from VHS to DVD which has discouraged me from completing my contemplated purchase of the DVD,Negative
Could be Crawford's Best!: Joan Crawford & Jack Palance are sheer perfection in this tightly directed film noir suspense film,Positive
Great Product But Awful Sound Quality by KINO: This is one of those great film noir classics and Crawford gives one of her great performances,Negative
"Fun Product, Terrible DVD especially for the price: This Product was fun and over the top",Positive
