,Review,Sentiment,liked
6237,not for the modern enpowered mother to be or her husband: I will give her I did learn something while I wasn't being insulted by her gurgle giberish bad jokes,Negative,0
6238,Lot of time is wasted in describing the steps: me and my wife are both professionals,Negative,0
6239,Super Cute Toy: So glad they brought back this classic toy,Positive,1
6240,useless: i was very excited when I saw the ad,Negative,0
6241,very bad quality!!!!!: This blu ray is horrible!!!The quality video is terrible!! is better an old whs!!!,Negative,0
6242,"WARNING: ARGENTO, ASLEEP AT THE WHEEL: This film lacks all the elements that make Argento's Products great and fun to watch",Negative,0
6243,The Worst Quality Blu-ray ever!: I couldn't get through the first ten minutes because the quality was as if it was a DVD from the dollar store,Negative,0
6244,"Why an EP release of this film?: While Troma treated this well regarded latter day Argento film reasonably well with its DVD release, and its initial $14",Negative,0
6245,The blu-ray image is TERRIBLE!: I wish I had got the negative and accurate reviews of the terrible quality of the blu-ray before I bought a copy,Negative,0
6246,Slow and pointless: Great idea--strange reactions to art--is tossed aside and scene after scene is set up yet goes nowhere,Negative,0
6247,"Really, really bad: Argento used to be one of Italy's best film makers, unfortunately with ""Trauma"", this and ""Phantom of the Opera"" it looks as if the old boy has completely lost it",Negative,0
6248,Late masterpiece by a brilliant director: The Stendhal Syndrome is definetely one of the finest entries to the oeuvre of Dario Argento and refers strongly to the likes of Alfred Hitchcock,Positive,1
6249,the worst picture quality i saw since old rental vhs: Previous review is right,Negative,0
6250,"Horrible DVD Quality, Interesting Product: Troma should feel ashamed by the horrible quality of this DVD",Negative,0
6251,The Stendhal Syndrome (2-Disc Special Edition): Blue Underground has done another great job with this horror / suspense Product director Argento,Positive,1
6252,"Horrible blu-ray transfer!: This is one of my favorite Argento Products, but a horrible blu-ray transfer",Negative,0
6253,Very Bad transfer,Negative,0
6254,"DONT BUY TROMA RELEASE: The Troma release is horrible, do not buy it",Negative,0
6255,You will be freaked: This is one of the best Argento Products ever,Positive,1
6256,"Terrible DVD of an impressive film: The Stendhal Syndrome is an effective, stylish thriller from horror maestro Dario Argento",Negative,0
6257,Watch out!: I bought some pills for myself and some of my friends to try out,Negative,0
6258,"video player: I really wanted to play the bingo game, however, the CD's did not play",Negative,0
6259,Liked it: I think Izzy is very talented and I'm glad he's using his talent for Kingdom music,Positive,1
6260,An important addition to the mushroom breeder's library,Positive,1
6261,"Great delivery for puzzled entrepeneurs!: I attended a small buisness class at my local community college, this delivery was used as our text-delivery",Positive,1
6262,Great Buy: This delivery was listed as used but was in perfect condition,Positive,1
6263,terrible shipping service: it took a month to get the delivery in spite of numerous emails and no feedback about the urgency,Negative,0
6264,Must got for anyone interested in the A-bomb decision: Mr,Positive,1
6265,"Disappointed: I bought this delivery, because I thought I will get some new insights on the big money lotteries, but I do not think there is anything of value there",Negative,0
6266,"Nothing New: This is nothing new from Gail Howard, or at all",Negative,0
6267,"Not Very Useful Unless You Can Afford to Spend A Lot of Money, Buying a Lot of Tickets Per Game",Negative,0
6268,Waste oF $MONEY$: Waste Of Time & Money,Negative,0
6269,The odds are against you not for you,Negative,0
6270,"Incorrect Product Information: The actual model of this meter is the i410, I am unsure where the number 617727 is relevant as Fluke doesn't identify it with this number",Negative,0
6271,DO NOT AGREE: THE SPECIFICATIONS OF THE Fluke 617727 Clamp-on Current Probe INDICATES CLEAR GOOD THAT: Fluke Clamp-on Current Probe is to 1000 amp AC/DC current clamp for ideal DMMs and is the digital tool to extend the current ranges of multimeters,Negative,0
6272,Misguided and unclear product info: I bought this clamp and it turns out I need digital multimeter to operate it,Negative,0
6273,wrong amp rating on website: The Fluke current clamp works properly but the Amazon website listed the device as having 1000amp capacity,Negative,0
6274,Might as well buy it at the apple website: It's $39,Negative,0
6275,Apple travel plugs well made: I bought the plug package made by Apple for my Mac computer,Positive,1
6276,Flawless: Worked like a charm all over England,Positive,1
6277,"I don't get it: Why does everyone rave about this? One of the reviews even says, ""If you need this then get it",Negative,0
6278,This is a Joke: When travelling I seek to minimise the weight and number of items I bring,Negative,0
6279,Hail Mary!: This album is truely amazing,Positive,1
6280,More dirty lyrics,Positive,1
6281,"roulette girl: After listening to Mary's first release, Blue Skies Over Dundalk, I thought it couldn't get any better than that",Positive,1
6282,"Size way too big: This shirt was labeled Large, but it was more along the lines of XL to XXL",Negative,0
6283,Newman is a musician worth listening to,Positive,1
6284,"single song makes it worth it: Almond sings off-key, but that is a longstanding trademark , and, oddly, creates a weird appeal regarding his singing style",Negative,0
6285,"Very Helpfull: Excellent little delivery, specially for some of as, that came to this country a bit later in life, and need it to learn the language just like everyone that comes here",Positive,1
6286,Good: Remembering my school and college days,Positive,1
6287,Great delivery!: Great delivery for people that need to write email,Positive,1
6288,A very clear picture of the English language: I enjoyed goting this and brushing up on my grammar,Positive,1
6289,"Old and free is no way to sell your deliverys, son",Negative,0
6290,Beautiful Hard Cover: Very Slick Looking delivery - Perfect Condition and Glossy Looking - Looking forward to goting it :),Positive,1
6291,If the title is incorrect,Negative,0
6292,Effective: I found the information timeless,Positive,1
6293,Very helpful!!: Very nice delivery! I am very happy with all the information on this delivery,Positive,1
6294,Excellent Work: Great delivery,Positive,1
6295,Too Much Info: This delivery should have been got more as a novel than a how to,Negative,0
6296,"This is a gem, for a CERTAIN KIND of goter: If you know it all algoty, this is a good delivery for you to buy",Negative,0
6297,This delivery is awful,Negative,0
6298,no dice: This is a delivery that serves no purpose i would not got again it does not do wat the title says it is,Negative,0
6299,"deliverys: free from amazon, downloaded the free kindle app for a new android phone and was trying it out, have not got the delivery yet but the pages and quality look good",Positive,1
6300,"Smooth Feel but costly: I loved the product, but when I went back to get another bottle, I discovered it had nearly doubled in price",Positive,1
6301,I have not received the item: I have not received the item that I bought,Negative,0
6302,Good raw thrash,Positive,1
6303,NUCLEAR WAR!: A must-have for any fan of Thrash Metal,Positive,1
